0
0
0
0
0
38
130
149
217
288
349
380
472
529
576
605
628
663
679
727
736
754
770
816
853
882
926
955
957
1023
1132
1181
1268
1332
1437
1552
1687
1809
1869
1963
1980
2007
2025
2050
2063
2103
2141
2175
2253
2273
2279
2308
2323
2333
2333
2333
2350
2364
2388
2391
2394
2413
2424
2426
2426
